id,source,title,pub_date,effective_date,content,metadata
LAW_000088,https://www.shggzy.com/zhfgwj/231533,司法部关于印发《招标投标公证程序细则》的通知,2020-12-10,1992-10-19,司法部关于印发《招标投标公证程序细则》的通知（1992年10月19日　司发通[1992]101号）各省、自治区、直辖市司法厅（局）：现将《招标投标公证程序细则》印发你们，请遵照执行。招标投标公证程序细则第一条为规范招标投标公证活动，保证办证质量，根据《中华人民共和国公证暂行条例》、《公证程序规则（试行）》和国家有关招标投标的规定，制定本细则。第二条招标投标公证是国家公证机关依法证明招标投标行为的真实性、合法性的活动。第三条本细则适用于建设工程、申请进口机电设备、水运工程施工、建设工程设备招标投标公证。第四条招标投标公证由招标方所在地的公证处管辖。委托招标的，由受托招标方所在地的公证处管辖。第五条招标投标公证申请由招标方提出。委托招标的，由受托招标方提出　　招标投标公证申请，应于招标通知（公告）或招标邀请函发出之前提出，特殊情况，也必须于投标开始前提出。第六条申请人应填写公证申请表，并提交下列材料：　　（一）法人资格证明和法定代表人身份证明及本人身份证件，代为申请的，应提交授权委托书和本人的身份证件；　　（二）受委托招标的，应提交委托书和具有承办招标事项资格的证明；　　（三）有关主管部门对招标项目、招标活动的批准文件；　　（四）招标组织机构及组成人员名单；　　（五）招标通知（公告）或招标邀请函；　　（六）招标文件（主要包括：招标说明书、投标人须知、招标项目技术要求、投标书格式、投标保证收件、合同条件等）；　　（七）对投标人资格预审文件；　　（八）评标组织机构及组成人员名单；　　（九）公证人员认为应当提交的其他有关材料。第七条符合下列条件申请，公证处应予受理，并书面通知申请人：　　（一）申请人符合本细则第五条的规定；　　（二）申请公证事项符合本细则第三条规定的范围；　　（三）申请公证事项属于本公证处管辖；　　（四）本细则第六条第（一）、（二）、（三）、（九）项所列材料基本齐全。　　不符合前款规定条件的申请，公证处应作出不予受理的决定，通知当事人，并告知对不受理不服的复议程序。　　受理或不受理的决定，一般应在本细则第六条（一）、（二）、（三）、（九）项所列材料基本齐全后的七日内作出。第八条公证人员应认真接待申请人，按《公证程序规则（试行）》第二十四条的规定制作谈语笔录，并着重记录下列内容：　　（一）招标项目的基本情况　　（二）招标活动准备情况和标底编制情况；　　（三）对投标人的资格要求；　　（四）公证费的负担和支付方式；　　（五）公证人员认为需要询问的其他情况。第九条办理招标投标公证，公证员除应按《公证程序规则（试行）》第二十三条规定的内容审查外，还应着重审查以下内容：　　（一）本细则第六条所列材料是否齐全、真实、合格；　　（二）招标方是否具备规定的招标资格，受托招标方是否具有承办招标事项的资格并已获得合法授权；　　（三）　招标文件的内容是否完备，文字表述是否清楚、准确，审查的重点是招标、投标对当事人的效力规定，开标、评标、定标的办法，无效标书和招标不成的认定标准及处理办法；　　（四）委托招标的，要审查委托书中权利义务的规定是否明确；　　（五）标底的编制和审核是否符合规定的条件和程序，是否已得到有关主管部门的批准；　　（六）评标组织机构的人员组成是否合理，评标人是否符合规定的条件，与投标人有无利害关系。第十条经审查，有下列情况之一者，应拒绝公证：　　（一）招标方不具备招标资格的；　　（二）受托招标方不具有承办招标事项的资格或未获得合法授权的；　　（三）招标项目、招标活动未经有关主管部门批准的；　　（四）招标文件及有关材料不真实或不合法的。　　拒绝公证的，公证处应将拒绝的决定和理由书面通知申请人，并告知对拒绝不服的复议程序。第十一条符合办证条件的，公证处应派二名以上公证人员（其中应至少有一名公证员）参加整个招标投标活动，进行现场监督和证明。第十二条投标前，公证员应检查投标箱并加封。第十三条投标时，公证人员应查验投标人的身份，记录投标人投送标书的时间，检查并记录标书密封情况。第十四条投标截止时，公证员应封贴投标箱。第十五条公证员应监督招标方（受托招标方）按规定的时间和地点开标。第十六条开标前，公证员应查验投标方的法人资格证明及代表人或代理人的身份证明，审查投标方是否符合规定的投标条件。第十七条公证员应检查投标箱的密封情况，监督投标箱的启封。第十八条投标箱开启后，公证员应检查投标书的密封情况，监督投标书的启封。第十九条公证员应验明投标书是否有效。有下列情况之一者，应作无效投标书处理：　　（一）投标人不具备投标资格的；　　（二）投标书未密封的；　　（三）没有报价的；　　（四）投标书未加盖本单位公章及法定代表人未签字的；　　（五）投标书未按规定的格式、内容和要求填写的；　　（六）投标书书写潦草、字迹模糊不清难以辨认的；　　（七）投标书逾期送达的；　　（八）在一个招标项目中，投标单位投报两个或多个标书或有两个或多个报价，又未书面声明其中哪一个有效的；　　（九）投标方未能按要求提交投标保函的；　　（十）其他不符合招标文件要求的。第二十条唱标时，公证员应监督唱标，并作记录。如发现所唱投标书内容与正本不相符的，应予纠正。第二十一条开标结束后，公证员应当场口头证明开标活动真实、合法，并作出记录。第二十二条公证员应参加评标会议，对违反规定的，应予纠正，但不得担任评标机构的成员。第二十三条公证员应当对评标、定标的情况进行记录，并在定标决议书上签名。第二十四条评标结束后，公证员应宣读公证词，对整个招标投标活动的真实性、合法性予以证明。第二十五条有下列情况之一者，公证员应终止现场监督的公证活动：　　（一）招标方（受托招标方）擅自变更原定招标文件内容、违背招标程序、原则和其他有关规定，经指出不予纠正的；　　（二）招标中出现舞弊行为的。第二十六条公证处应在公证员宣读公证词后的七日内出具公证书。宣读现场公证词的时间为公证书的生效时间。第二十七条其他招标投标公证，参照本细则办理。第二十八条本细则自下发之日起施行。,"{""chapter"": NaN, ""article"": NaN}"
LAW_000089,https://www.shggzy.com/zhfgwj/231532, 上海市人民政府关于印发《上海市交易场所管理暂行办法》的通知,2020-12-10,2019-03-01,上海市人民政府关于印发《上海市交易场所管理暂行办法》的通知（沪府规〔2019〕8号）各区人民政府，市政府各委、办、局：　　现将《上海市交易场所管理暂行办法》印发给你们，请认真按照执行。上海市人民政府2019年1月30日上海市交易场所管理暂行办法,"{""chapter"": ""前言/总则"", ""article"": ""前言/总览""}"
LAW_000090,https://www.shggzy.com/zhfgwj/231525,国家发展改革委关于印发《全国公共资源交易目录指引》的通知,2020-12-10,2019-12-27,（发改法规〔2019〕2024号）各省、自治区、直辖市、新疆生产建设兵团公共资源交易平台整合牵头部门，国家信息中心：　　为落实《国务院办公厅转发国家发展改革委关于深化公共资源交易平台整合共享指导意见的通知》（国办函〔2019〕41号）部署，指导各地明确公共资源范围，积极稳妥推进公共资源市场化配置，根据《公共资源交易平台管理暂行办法》（国家发展改革委等14部委第39号令），我委会同有关部门制定《全国公共资源交易目录指引》，现印发你们，请做好贯彻执行工作。各地要结合实际，在本目录基础上依法拓展，抓紧制定印发本地区公共资源交易目录清单，坚持电子化发展方向，在促进平台互联互通和信息充分共享的基础上，规范场所服务事项，推行网上办理，着力优化平台服务，将清单内公共资源交易全部纳入平台体系，不断提高公共资源配置效率和公平性。　　本目录自印发之日起施行，并将根据实际情况适时更新修订。国家发展改革委2019年12月27日附件：　　全国公共资源交易目录指引　　落实党中央、国务院关于深化公共资源交易平台整合共享、坚持应进必进的原则要求，加快拓展公共资源交易平台覆盖范围，由工程建设项目招标投标、土地使用权和矿业权出让、国有产权交易、政府采购等，逐步扩大到适合以市场化方式配置的自然资源、资产股权、环境权等各类公共资源，主要包括：一、机电产品国际招标　　二、海洋资源交易　　（一）海域使用权出让； （二）无居民海岛等海洋资源使用权出让。　　三、林权交易　　（一）国有林地使用权、租赁权和林木所有权出让； （二）集体统一经营管理的林地经营权和林木所有权出让。　　四、农村集体产权交易　　（一）农村集体土地经营权流转；　　（二）农村集体经营性资产出租；　　（三）农村集体资产股权转让； （四）四荒（荒山、荒沟、荒丘、荒滩）地使用权流转。　　五、无形资产交易　　（一）基础设施和公用事业特许经营权授予； （二）市政公用设施及公共场地使用权、承包经营权、冠名权有偿转让。　　六、排污权交易　　（一）定额出让排污权； （二）公开拍卖排污权。　　七、碳排放权交易　　八、用能权交易　　九、司法机关和行政执法部门开展的涉诉、抵债或罚没资产处置,"{""chapter"": NaN, ""article"": NaN}"
LAW_000091,https://www.shggzy.com/zhfggz/231515,事业单位国有资产管理暂行办法,2020-12-10,2006-07-01,事业单位国有资产管理暂行办法（2006年5月30日财政部令第36号公布 根据2017年12月4日财政部令第90号《财政部关于修改〈注册会计师注册办法〉等6部规章的决定》第一次修改 根据2019年3月29日《财政部关于修改＜事业单位国有资产管理暂行办法＞的决定》第二次修改）事业单位国有资产管理暂行办法(2019修正),"{""chapter"": ""前言/总则"", ""article"": ""前言/总览""}"
LAW_000092,https://www.shggzy.com/zhfggz/231515,事业单位国有资产管理暂行办法,2020-12-10,2006-07-01,第一条 为了规范和加强事业单位国有资产管理，维护国有资产的安全完整，合理配置和有效利用国有资产，保障和促进各项事业发展，建立适应社会主义市场经济和公共财政要求的事业单位国有资产管理体制，根据国务院有关规定，制定本办法。,"{""chapter"": ""第一章　总则"", ""article"": ""第一条""}"
LAW_000093,https://www.shggzy.com/zhfggz/231515,事业单位国有资产管理暂行办法,2020-12-10,2006-07-01,第二条 本办法适用于各级各类事业单位的国有资产管理活动。,"{""chapter"": ""第一章　总则"", ""article"": ""第二条""}"
LAW_000094,https://www.shggzy.com/zhfggz/231515,事业单位国有资产管理暂行办法,2020-12-10,2006-07-01,第三条 本办法所称的事业单位国有资产，是指事业单位占有、使用的，依法确认为国家所有，能以货币计量的各种经济资源的总称，即事业单位的国有（公共）财产。事业单位国有资产包括国家拨给事业单位的资产，事业单位按照国家规定运用国有资产组织收入形成的资产，以及接受捐赠和其他经法律确认为国家所有的资产，其表现形式为流动资产、固定资产、无形资产和对外投资等。,"{""chapter"": ""第一章　总则"", ""article"": ""第三条""}"
LAW_000095,https://www.shggzy.com/zhfggz/231515,事业单位国有资产管理暂行办法,2020-12-10,2006-07-01,第四条 事业单位国有资产管理活动，应当坚持资产管理与预算管理相结合的原则，推行实物费用定额制度，促进事业资产整合与共享共用，实现资产管理和预算管理的紧密统一；应当坚持所有权和使用权相分离的原则；应当坚持资产管理与财务管理、实物管理与价值管理相结合的原则。,"{""chapter"": ""第一章　总则"", ""article"": ""第四条""}"
LAW_000096,https://www.shggzy.com/zhfggz/231515,事业单位国有资产管理暂行办法,2020-12-10,2006-07-01,第五条 事业单位国有资产实行国家统一所有，政府分级监管，单位占有、使用的管理体制。,"{""chapter"": ""第一章　总则"", ""article"": ""第五条""}"
LAW_000097,https://www.shggzy.com/zhfggz/231515,事业单位国有资产管理暂行办法,2020-12-10,2006-07-01,第六条 各级财政部门是政府负责事业单位国有资产管理的职能部门，对事业单位的国有资产实施综合管理。其主要职责是：（一）根据国家有关国有资产管理的规定，制定事业单位国有资产管理的规章制度，并组织实施和监督检查；（二）研究制定本级事业单位实物资产配置标准和相关的费用标准，组织本级事业单位国有资产的产权登记、产权界定、产权纠纷调处、资产评估监管、资产清查和统计报告等基础管理工作；（三）按规定权限审批本级事业单位有关资产购置、处置和利用国有资产对外投资、出租、出借和担保等事项，组织事业单位长期闲置、低效运转和超标准配置资产的调剂工作，建立事业单位国有资产整合、共享、共用机制；（四）推进本级有条件的事业单位实现国有资产的市场化、社会化，加强事业单位转企改制工作中国有资产的监督管理；（五）负责本级事业单位国有资产收益的监督管理；（六）建立和完善事业单位国有资产管理信息系统，对事业单位国有资产实行动态管理；（七）研究建立事业单位国有资产安全性、完整性和使用有效性的评价方法、评价标准和评价机制，对事业单位国有资产实行绩效管理；（八）监督、指导本级事业单位及其主管部门、下级财政部门的国有资产管理工作。,"{""chapter"": ""第二章　管理机构及其职责"", ""article"": ""第六条""}"
LAW_000098,https://www.shggzy.com/zhfggz/231515,事业单位国有资产管理暂行办法,2020-12-10,2006-07-01,第七条 事业单位的主管部门（以下简称主管部门）负责对本部门所属事业单位的国有资产实施监督管理。其主要职责是：（一）根据本级和上级财政部门有关国有资产管理的规定，制定本部门事业单位国有资产管理的实施办法，并组织实施和监督检查；（二）组织本部门事业单位国有资产的清查、登记、统计汇总及日常监督检查工作；（三）审核本部门所属事业单位利用国有资产对外投资、出租、出借和担保等事项，按规定权限审核或者审批有关资产购置、处置事项；（四）负责本部门所属事业单位长期闲置、低效运转和超标准配置资产的调剂工作，优化事业单位国有资产配置，推动事业单位国有资产共享、共用；（五）督促本部门所属事业单位按规定缴纳国有资产收益；（六）组织实施对本部门所属事业单位国有资产管理和使用情况的评价考核；（七）接受同级财政部门的监督、指导并向其报告有关事业单位国有资产管理工作。,"{""chapter"": ""第二章　管理机构及其职责"", ""article"": ""第七条""}"
LAW_000099,https://www.shggzy.com/zhfggz/231515,事业单位国有资产管理暂行办法,2020-12-10,2006-07-01,第八条 事业单位负责对本单位占有、使用的国有资产实施具体管理。其主要职责是：（一）根据事业单位国有资产管理的有关规定，制定本单位国有资产管理的具体办法并组织实施；（二）负责本单位资产购置、验收入库、维护保管等日常管理，负责本单位资产的账卡管理、清查登记、统计报告及日常监督检查工作；（三）办理本单位国有资产配置、处置和对外投资、出租、出借和担保等事项的报批手续；（四）负责本单位用于对外投资、出租、出借和担保的资产的保值增值，按照规定及时、足额缴纳国有资产收益；（五）负责本单位存量资产的有效利用，参与大型仪器、设备等资产的共享、共用和公共研究平台建设工作；（六）接受主管部门和同级财政部门的监督、指导并向其报告有关国有资产管理工作。,"{""chapter"": ""第二章　管理机构及其职责"", ""article"": ""第八条""}"
LAW_000100,https://www.shggzy.com/zhfggz/231515,事业单位国有资产管理暂行办法,2020-12-10,2006-07-01,第九条 各级财政部门、主管部门和事业单位应当按照本办法的规定，明确管理机构和人员，做好事业单位国有资产管理工作。,"{""chapter"": ""第二章　管理机构及其职责"", ""article"": ""第九条""}"
